"","strt_statn","end_statn","cnt","strtLng","strtLat","endLng","endLat"
"6828",18,131,76,-71.129791,42.36337,-71.113687,42.356954
"6937",18,132,80,-71.129791,42.36337,-71.116865,42.377945
"7031",18,133,57,-71.129791,42.36337,-71.125107,42.380287
"7124",18,134,8,-71.129791,42.36337,-71.130516,42.397828
"7205",18,135,15,-71.129791,42.36337,-71.104412,42.370803
"7308",18,136,4,-71.129791,42.36337,-71.086388,42.366095
"7406",18,137,190,-71.129791,42.36337,-71.119084,42.387995
"7513",18,138,35,-71.129791,42.36337,-71.113341,42.385582
"7617",18,139,34,-71.129791,42.36337,-71.123024,42.396969
"7718",18,140,4,-71.129791,42.36337,-71.112708,42.400146
"7973",18,143,4,-71.129791,42.36337,-71.10942,42.39082
"8054",18,144,3,-71.129791,42.36337,-71.126908,42.402763
"153",19,19,422,-71.105828,42.347527,-71.105828,42.347527
"170",19,20,28,-71.105828,42.347527,-71.051601,42.35977
"188",19,21,203,-71.105828,42.347527,-71.082578,42.345959
"207",19,22,104,-71.105828,42.347527,-71.055547,42.352175
"227",19,23,9,-71.105828,42.347527,-71.059364,42.359677
"248",19,24,6,-71.105828,42.347527,-71.045461,42.351821
"270",19,25,34,-71.105828,42.347527,-71.076847,42.341332
"293",19,26,28,-71.105828,42.347527,-71.068922,42.341522
"317",19,27,36,-71.105828,42.347527,-71.094734,42.331567
"342",19,29,74,-71.105828,42.347527,-71.124565,42.363732
"368",19,30,237,-71.105828,42.347527,-71.105221,42.334073
"395",19,31,22,-71.105828,42.347527,-71.041747,42.348833
"423",19,32,387,-71.105828,42.347527,-71.102221,42.343912
"452",19,33,528,-71.105828,42.347527,-71.096831,42.349046
"482",19,34,20,-71.105828,42.347527,-71.099855,42.346171
"513",19,35,28,-71.105828,42.347527,-71.05896,42.354594
"545",19,36,451,-71.105828,42.347527,-71.077303,42.349673
"578",19,37,13,-71.105828,42.347527,-71.146452,42.357247
"611",19,38,18,-71.105828,42.347527,-71.060868,42.366231
"646",19,39,60,-71.105828,42.347527,-71.074182,42.338623
"682",19,40,13,-71.105828,42.347527,-71.050877,42.363871
"719",19,41,445,-71.105828,42.347527,-71.123831,42.352261
"757",19,42,177,-71.105828,42.347527,-71.070378,42.352096
"796",19,43,15,-71.105828,42.347527,-71.050699,42.357143
"836",19,44,39,-71.105828,42.347527,-71.056868,42.360583
"877",19,45,243,-71.105828,42.347527,-71.09788,42.344763
"919",19,46,140,-71.105828,42.347527,-71.085918,42.343864
"962",19,47,43,-71.105828,42.347527,-71.056067,42.362811
"1006",19,48,28,-71.105828,42.347527,-71.055407,42.356755
"1051",19,49,28,-71.105828,42.347527,-71.066289,42.351146
"1097",19,50,120,-71.105828,42.347527,-71.073644,42.350989
"1144",19,51,25,-71.105828,42.347527,-71.0790969,42.3348756
"1192",19,52,216,-71.105828,42.347527,-71.085954,42.348717
"1241",19,53,245,-71.105828,42.347527,-71.089886,42.350851
"1291",19,54,87,-71.105828,42.347527,-71.063348,42.354979
"1342",19,55,312,-71.105828,42.347527,-71.088088,42.347265
"1394",19,56,4,-71.105828,42.347527,-71.0833545,42.3281898
"1447",19,57,58,-71.105828,42.347527,-71.081572,42.340799
"1501",19,58,211,-71.105828,42.347527,-71.07278,42.355596
"1556",19,59,14,-71.105828,42.347527,-71.059367,42.351356
"1612",19,60,27,-71.105828,42.347527,-71.07131,42.360877
"1669",19,61,31,-71.105828,42.347527,-71.082674,42.348323
"1727",19,62,45,-71.105828,42.347527,-71.109927,42.340299
"1785",19,63,8,-71.105828,42.347527,-71.057054,42.344023
"1845",19,64,9,-71.105828,42.347527,-71.0496,42.3511
"1906",19,65,16,-71.105828,42.347527,-71.0441,42.3475
"1967",19,66,110,-71.105828,42.347527,-71.13401,42.348607
"2030",19,67,167,-71.105828,42.347527,-71.093198,42.3581
"2094",19,68,141,-71.105828,42.347527,-71.1031,42.36507
"2159",19,69,569,-71.105828,42.347527,-71.123338,42.341598
"2224",19,70,270,-71.105828,42.347527,-71.121851,42.372244
"2288",19,71,10,-71.105828,42.347527,-71.107593,42.383405
"2349",19,72,74,-71.105828,42.347527,-71.084105,42.362613
"2418",19,73,109,-71.105828,42.347527,-71.120886,42.373231
"2487",19,74,306,-71.105828,42.347527,-71.118579,42.373268
"2558",19,75,125,-71.105828,42.347527,-71.10042,42.363562
"2630",19,76,111,-71.105828,42.347527,-71.105495,42.366426
"2699",19,77,1,-71.105828,42.347527,-71.096413,42.386428
"2764",19,78,14,-71.105828,42.347527,-71.095319,42.379637
"2837",19,79,16,-71.105828,42.347527,-71.106541,42.378551
"2909",19,80,450,-71.105828,42.347527,-71.090188,42.362429
"2986",19,81,66,-71.105828,42.347527,-71.062679,42.352409
"3061",19,82,21,-71.105828,42.347527,-71.120526,42.333689
"3127",19,83,20,-71.105828,42.347527,-71.065928,42.325941
"3203",19,84,49,-71.105828,42.347527,-71.076472,42.366981
"3276",19,85,1,-71.105828,42.347527,-71.057007,42.330825
"3344",19,86,279,-71.105828,42.347527,-71.116205,42.332799
"3424",19,87,40,-71.105828,42.347527,-71.114214,42.366621
"3497",19,88,35,-71.105828,42.347527,-71.101427,42.374035
"3577",19,89,33,-71.105828,42.347527,-71.119945,42.379011
"3656",19,90,28,-71.105828,42.347527,-71.07711,42.3707
"3738",19,91,102,-71.105828,42.347527,-71.09169,42.366277
"3872",19,93,11,-71.105828,42.347527,-71.051122,42.320494
"3949",19,94,9,-71.105828,42.347527,-71.064608,42.375603
"4033",19,95,24,-71.105828,42.347527,-71.094445,42.372969
"4120",19,96,18,-71.105828,42.347527,-71.111075,42.373379
"4203",19,97,6,-71.105828,42.347527,-71.117152,42.369182
"4265",19,98,23,-71.105828,42.347527,-71.060292,42.371848
"4355",19,99,70,-71.105828,42.347527,-71.057629,42.35892
"4438",19,100,4,-71.105828,42.347527,-71.084198,42.328654
"4508",19,101,7,-71.105828,42.347527,-71.100694,42.345733
"4580",19,102,50,-71.105828,42.347527,-71.073089,42.336437
"4666",19,103,167,-71.105828,42.347527,-71.082383,42.348762
"4752",19,104,7,-71.105828,42.347527,-71.057044,42.330716
"4824",19,105,2,-71.105828,42.347527,-71.075354,42.325333
"5077",19,110,24,-71.105828,42.347527,-71.145442,42.356975
"5159",19,111,30,-71.105828,42.347527,-71.059914,42.366222
"5252",19,112,36,-71.105828,42.347527,-71.058087,42.355402
"5349",19,113,235,-71.105828,42.347527,-71.070884,42.36069
"5448",19,114,23,-71.105828,42.347527,-71.060515,42.365942
"5546",19,115,2,-71.105828,42.347527,-71.048927,42.378338
"5637",19,116,8,-71.105828,42.347527,-71.069849,42.356052
"5724",19,117,2,-71.105828,42.347527,-71.052984,42.358508
"5863",19,119,1,-71.105828,42.347527,-71.07655,42.350413
"5943",19,120,6,-71.105828,42.347527,-71.115645,42.309467
"5998",19,121,3,-71.105828,42.347527,-71.114175,42.31309
"6060",19,122,10,-71.105828,42.347527,-71.110833,42.320998
"6128",19,123,3,-71.105828,42.347527,-71.098634,42.315692
"6184",19,124,1,-71.105828,42.347527,-71.107341,42.310579
"6249",19,125,1,-71.105828,42.347527,-71.100164,42.322913
"6319",19,126,88,-71.105828,42.347527,-71.13493,42.339335
"6422",19,127,109,-71.105828,42.347527,-71.128374,42.346563
"6525",19,128,61,-71.105828,42.347527,-71.08497,42.362457
"6632",19,129,132,-71.105828,42.347527,-71.118201,42.369832
"6733",19,130,19,-71.105828,42.347527,-71.114025,42.376369
"6829",19,131,146,-71.105828,42.347527,-71.113687,42.356954
"6938",19,132,13,-71.105828,42.347527,-71.116865,42.377945
"7032",19,133,4,-71.105828,42.347527,-71.125107,42.380287
"7125",19,134,4,-71.105828,42.347527,-71.130516,42.397828
"7206",19,135,8,-71.105828,42.347527,-71.104412,42.370803
"7309",19,136,14,-71.105828,42.347527,-71.086388,42.366095
"7407",19,137,12,-71.105828,42.347527,-71.119084,42.387995
"7514",19,138,3,-71.105828,42.347527,-71.113341,42.385582
"7618",19,139,7,-71.105828,42.347527,-71.123024,42.396969
"7719",19,140,3,-71.105828,42.347527,-71.112708,42.400146
"7814",19,141,3,-71.105828,42.347527,-71.116772,42.400877
"7974",19,143,5,-71.105828,42.347527,-71.10942,42.39082
"8055",19,144,2,-71.105828,42.347527,-71.126908,42.402763
"171",20,20,1327,-71.051601,42.35977,-71.051601,42.35977
"189",20,21,441,-71.051601,42.35977,-71.082578,42.345959
"208",20,22,5329,-71.051601,42.35977,-71.055547,42.352175
"228",20,23,499,-71.051601,42.35977,-71.059364,42.359677
"249",20,24,2723,-71.051601,42.35977,-71.045461,42.351821
"271",20,25,173,-71.051601,42.35977,-71.076847,42.341332
"294",20,26,565,-71.051601,42.35977,-71.068922,42.341522
"318",20,27,26,-71.051601,42.35977,-71.094734,42.331567
"343",20,29,12,-71.051601,42.35977,-71.124565,42.363732
"369",20,30,45,-71.051601,42.35977,-71.105221,42.334073
"396",20,31,1582,-71.051601,42.35977,-71.041747,42.348833
"424",20,32,91,-71.051601,42.35977,-71.102221,42.343912
"453",20,33,296,-71.051601,42.35977,-71.096831,42.349046
"483",20,34,48,-71.051601,42.35977,-71.099855,42.346171
"514",20,35,728,-71.051601,42.35977,-71.05896,42.354594
"546",20,36,1185,-71.051601,42.35977,-71.077303,42.349673
"579",20,37,4,-71.051601,42.35977,-71.146452,42.357247
"612",20,38,1473,-71.051601,42.35977,-71.060868,42.366231
"647",20,39,291,-71.051601,42.35977,-71.074182,42.338623
"683",20,40,2021,-71.051601,42.35977,-71.050877,42.363871
"720",20,41,53,-71.051601,42.35977,-71.123831,42.352261
"758",20,42,1489,-71.051601,42.35977,-71.070378,42.352096
"797",20,43,1151,-71.051601,42.35977,-71.050699,42.357143
"837",20,44,826,-71.051601,42.35977,-71.056868,42.360583
"878",20,45,166,-71.051601,42.35977,-71.09788,42.344763
"920",20,46,167,-71.051601,42.35977,-71.085918,42.343864
"963",20,47,1570,-71.051601,42.35977,-71.056067,42.362811
"1007",20,48,810,-71.051601,42.35977,-71.055407,42.356755
"1052",20,49,844,-71.051601,42.35977,-71.066289,42.351146
"1098",20,50,577,-71.051601,42.35977,-71.073644,42.350989
"1145",20,51,23,-71.051601,42.35977,-71.0790969,42.3348756
"1193",20,52,425,-71.051601,42.35977,-71.085954,42.348717
"1242",20,53,297,-71.051601,42.35977,-71.089886,42.350851
"1292",20,54,986,-71.051601,42.35977,-71.063348,42.354979
"1343",20,55,178,-71.051601,42.35977,-71.088088,42.347265
"1395",20,56,5,-71.051601,42.35977,-71.0833545,42.3281898
"1448",20,57,213,-71.051601,42.35977,-71.081572,42.340799
"1502",20,58,497,-71.051601,42.35977,-71.07278,42.355596
"1557",20,59,932,-71.051601,42.35977,-71.059367,42.351356
"1613",20,60,367,-71.051601,42.35977,-71.07131,42.360877
"1670",20,61,229,-71.051601,42.35977,-71.082674,42.348323
"1728",20,62,22,-71.051601,42.35977,-71.109927,42.340299
"1786",20,63,402,-71.051601,42.35977,-71.057054,42.344023
"1846",20,64,2321,-71.051601,42.35977,-71.0496,42.3511
"1907",20,65,856,-71.051601,42.35977,-71.0441,42.3475
"1968",20,66,11,-71.051601,42.35977,-71.13401,42.348607
"2031",20,67,105,-71.051601,42.35977,-71.093198,42.3581
"2095",20,68,101,-71.051601,42.35977,-71.1031,42.36507
"2160",20,69,27,-71.051601,42.35977,-71.123338,42.341598
"2225",20,70,30,-71.051601,42.35977,-71.121851,42.372244
"2289",20,71,11,-71.051601,42.35977,-71.107593,42.383405
"2350",20,72,148,-71.051601,42.35977,-71.084105,42.362613
"2419",20,73,40,-71.051601,42.35977,-71.120886,42.373231
"2488",20,74,133,-71.051601,42.35977,-71.118579,42.373268
"2559",20,75,110,-71.051601,42.35977,-71.10042,42.363562
"2631",20,76,72,-71.051601,42.35977,-71.105495,42.366426
"2700",20,77,12,-71.051601,42.35977,-71.096413,42.386428
"2765",20,78,35,-71.051601,42.35977,-71.095319,42.379637
"2838",20,79,15,-71.051601,42.35977,-71.106541,42.378551
"2910",20,80,99,-71.051601,42.35977,-71.090188,42.362429
"2987",20,81,713,-71.051601,42.35977,-71.062679,42.352409
"3062",20,82,3,-71.051601,42.35977,-71.120526,42.333689
"3128",20,83,104,-71.051601,42.35977,-71.065928,42.325941
"3204",20,84,677,-71.051601,42.35977,-71.076472,42.366981
"3277",20,85,4,-71.051601,42.35977,-71.057007,42.330825
"3345",20,86,14,-71.051601,42.35977,-71.116205,42.332799
"3425",20,87,4,-71.051601,42.35977,-71.114214,42.366621
"3498",20,88,30,-71.051601,42.35977,-71.101427,42.374035
"3578",20,89,45,-71.051601,42.35977,-71.119945,42.379011
"3657",20,90,161,-71.051601,42.35977,-71.07711,42.3707
"3739",20,91,64,-71.051601,42.35977,-71.09169,42.366277
"3817",20,92,10,-71.051601,42.35977,-71.035705,42.311819
"3873",20,93,43,-71.051601,42.35977,-71.051122,42.320494
"3950",20,94,280,-71.051601,42.35977,-71.064608,42.375603
"4034",20,95,60,-71.051601,42.35977,-71.094445,42.372969
"4121",20,96,57,-71.051601,42.35977,-71.111075,42.373379
"4204",20,97,1,-71.051601,42.35977,-71.117152,42.369182
"4266",20,98,696,-71.051601,42.35977,-71.060292,42.371848
"4356",20,99,338,-71.051601,42.35977,-71.057629,42.35892
"4439",20,100,7,-71.051601,42.35977,-71.084198,42.328654
"4509",20,101,1,-71.051601,42.35977,-71.100694,42.345733
"4581",20,102,78,-71.051601,42.35977,-71.073089,42.336437
"4667",20,103,223,-71.051601,42.35977,-71.082383,42.348762
"4753",20,104,35,-71.051601,42.35977,-71.057044,42.330716
"4889",20,106,18,-71.051601,42.35977,-71.045859,42.335693
"4951",20,107,25,-71.051601,42.35977,-71.03877,42.335741
"5078",20,110,4,-71.051601,42.35977,-71.145442,42.356975
"5160",20,111,639,-71.051601,42.35977,-71.059914,42.366222
"5253",20,112,643,-71.051601,42.35977,-71.058087,42.355402
"5350",20,113,372,-71.051601,42.35977,-71.070884,42.36069
"5449",20,114,634,-71.051601,42.35977,-71.060515,42.365942
"5547",20,115,131,-71.051601,42.35977,-71.048927,42.378338
"5638",20,116,24,-71.051601,42.35977,-71.069849,42.356052
"5725",20,117,6,-71.051601,42.35977,-71.052984,42.358508
"5802",20,118,5,-71.051601,42.35977,-71.056605,42.377022
"5864",20,119,6,-71.051601,42.35977,-71.07655,42.350413
"6129",20,123,1,-71.051601,42.35977,-71.098634,42.315692
"6250",20,125,2,-71.051601,42.35977,-71.100164,42.322913
"6320",20,126,4,-71.051601,42.35977,-71.13493,42.339335
"6423",20,127,5,-71.051601,42.35977,-71.128374,42.346563
"6526",20,128,123,-71.051601,42.35977,-71.08497,42.362457
"6633",20,129,1,-71.051601,42.35977,-71.118201,42.369832
"6734",20,130,4,-71.051601,42.35977,-71.114025,42.376369
"6830",20,131,15,-71.051601,42.35977,-71.113687,42.356954
"6939",20,132,9,-71.051601,42.35977,-71.116865,42.377945
"7033",20,133,3,-71.051601,42.35977,-71.125107,42.380287
"7126",20,134,2,-71.051601,42.35977,-71.130516,42.397828
"7207",20,135,10,-71.051601,42.35977,-71.104412,42.370803
"7310",20,136,3,-71.051601,42.35977,-71.086388,42.366095
"7408",20,137,4,-71.051601,42.35977,-71.119084,42.387995
"7515",20,138,7,-71.051601,42.35977,-71.113341,42.385582
"7619",20,139,9,-71.051601,42.35977,-71.123024,42.396969
"7720",20,140,2,-71.051601,42.35977,-71.112708,42.400146
"7815",20,141,1,-71.051601,42.35977,-71.116772,42.400877
"190",21,21,1708,-71.082578,42.345959,-71.082578,42.345959
"209",21,22,1950,-71.082578,42.345959,-71.055547,42.352175
"229",21,23,351,-71.082578,42.345959,-71.059364,42.359677
"250",21,24,210,-71.082578,42.345959,-71.045461,42.351821
"272",21,25,1357,-71.082578,42.345959,-71.076847,42.341332
"295",21,26,1236,-71.082578,42.345959,-71.068922,42.341522
"319",21,27,379,-71.082578,42.345959,-71.094734,42.331567
"344",21,29,82,-71.082578,42.345959,-71.124565,42.363732
"370",21,30,836,-71.082578,42.345959,-71.105221,42.334073
"397",21,31,127,-71.082578,42.345959,-71.041747,42.348833
"425",21,32,1028,-71.082578,42.345959,-71.102221,42.343912
"454",21,33,701,-71.082578,42.345959,-71.096831,42.349046
"484",21,34,500,-71.082578,42.345959,-71.099855,42.346171
"515",21,35,192,-71.082578,42.345959,-71.05896,42.354594
"547",21,36,1580,-71.082578,42.345959,-71.077303,42.349673
"580",21,37,9,-71.082578,42.345959,-71.146452,42.357247
"613",21,38,606,-71.082578,42.345959,-71.060868,42.366231
"648",21,39,2913,-71.082578,42.345959,-71.074182,42.338623
"684",21,40,163,-71.082578,42.345959,-71.050877,42.363871
"721",21,41,238,-71.082578,42.345959,-71.123831,42.352261
"759",21,42,1036,-71.082578,42.345959,-71.070378,42.352096
"798",21,43,362,-71.082578,42.345959,-71.050699,42.357143
"838",21,44,438,-71.082578,42.345959,-71.056868,42.360583
"879",21,45,1742,-71.082578,42.345959,-71.09788,42.344763
"921",21,46,2669,-71.082578,42.345959,-71.085918,42.343864
"964",21,47,425,-71.082578,42.345959,-71.056067,42.362811
"1008",21,48,308,-71.082578,42.345959,-71.055407,42.356755
"1053",21,49,843,-71.082578,42.345959,-71.066289,42.351146
"1099",21,50,841,-71.082578,42.345959,-71.073644,42.350989
"1146",21,51,219,-71.082578,42.345959,-71.0790969,42.3348756
"1194",21,52,951,-71.082578,42.345959,-71.085954,42.348717
"1243",21,53,713,-71.082578,42.345959,-71.089886,42.350851
"1293",21,54,1237,-71.082578,42.345959,-71.063348,42.354979
"1344",21,55,642,-71.082578,42.345959,-71.088088,42.347265
"1396",21,56,35,-71.082578,42.345959,-71.0833545,42.3281898
"1449",21,57,1851,-71.082578,42.345959,-71.081572,42.340799
"1503",21,58,685,-71.082578,42.345959,-71.07278,42.355596
"1558",21,59,460,-71.082578,42.345959,-71.059367,42.351356
"1614",21,60,330,-71.082578,42.345959,-71.07131,42.360877
"1671",21,61,139,-71.082578,42.345959,-71.082674,42.348323
"1729",21,62,80,-71.082578,42.345959,-71.109927,42.340299
"1787",21,63,236,-71.082578,42.345959,-71.057054,42.344023
"1847",21,64,496,-71.082578,42.345959,-71.0496,42.3511
"1908",21,65,89,-71.082578,42.345959,-71.0441,42.3475
"1969",21,66,111,-71.082578,42.345959,-71.13401,42.348607
"2032",21,67,471,-71.082578,42.345959,-71.093198,42.3581
"2096",21,68,485,-71.082578,42.345959,-71.1031,42.36507
"2161",21,69,226,-71.082578,42.345959,-71.123338,42.341598
"2226",21,70,97,-71.082578,42.345959,-71.121851,42.372244
"2290",21,71,14,-71.082578,42.345959,-71.107593,42.383405
"2351",21,72,113,-71.082578,42.345959,-71.084105,42.362613
"2420",21,73,64,-71.082578,42.345959,-71.120886,42.373231
"2489",21,74,372,-71.082578,42.345959,-71.118579,42.373268
"2560",21,75,784,-71.082578,42.345959,-71.10042,42.363562
"2632",21,76,252,-71.082578,42.345959,-71.105495,42.366426
"2701",21,77,111,-71.082578,42.345959,-71.096413,42.386428
"2766",21,78,27,-71.082578,42.345959,-71.095319,42.379637
"2839",21,79,60,-71.082578,42.345959,-71.106541,42.378551
"2911",21,80,192,-71.082578,42.345959,-71.090188,42.362429
"2988",21,81,416,-71.082578,42.345959,-71.062679,42.352409
"3063",21,82,3,-71.082578,42.345959,-71.120526,42.333689
"3129",21,83,92,-71.082578,42.345959,-71.065928,42.325941
"3205",21,84,127,-71.082578,42.345959,-71.076472,42.366981
"3278",21,85,16,-71.082578,42.345959,-71.057007,42.330825
"3346",21,86,156,-71.082578,42.345959,-71.116205,42.332799
"3426",21,87,8,-71.082578,42.345959,-71.114214,42.366621
"3499",21,88,166,-71.082578,42.345959,-71.101427,42.374035
"3579",21,89,54,-71.082578,42.345959,-71.119945,42.379011
"3658",21,90,42,-71.082578,42.345959,-71.07711,42.3707
"3740",21,91,95,-71.082578,42.345959,-71.09169,42.366277
"3818",21,92,1,-71.082578,42.345959,-71.035705,42.311819
"3874",21,93,10,-71.082578,42.345959,-71.051122,42.320494
"3951",21,94,24,-71.082578,42.345959,-71.064608,42.375603
"4035",21,95,79,-71.082578,42.345959,-71.094445,42.372969
"4122",21,96,57,-71.082578,42.345959,-71.111075,42.373379
"4205",21,97,7,-71.082578,42.345959,-71.117152,42.369182
"4267",21,98,71,-71.082578,42.345959,-71.060292,42.371848
"4357",21,99,214,-71.082578,42.345959,-71.057629,42.35892
"4440",21,100,49,-71.082578,42.345959,-71.084198,42.328654
"4510",21,101,8,-71.082578,42.345959,-71.100694,42.345733
"4582",21,102,704,-71.082578,42.345959,-71.073089,42.336437
"4668",21,103,361,-71.082578,42.345959,-71.082383,42.348762
"4754",21,104,10,-71.082578,42.345959,-71.057044,42.330716
"4825",21,105,127,-71.082578,42.345959,-71.075354,42.325333
"4890",21,106,11,-71.082578,42.345959,-71.045859,42.335693
"4952",21,107,18,-71.082578,42.345959,-71.03877,42.335741
"5008",21,108,3,-71.082578,42.345959,-71.06198,42.320561
"5079",21,110,10,-71.082578,42.345959,-71.145442,42.356975
"5161",21,111,269,-71.082578,42.345959,-71.059914,42.366222
"5254",21,112,130,-71.082578,42.345959,-71.058087,42.355402
"5351",21,113,439,-71.082578,42.345959,-71.070884,42.36069
"5450",21,114,554,-71.082578,42.345959,-71.060515,42.365942
"5548",21,115,9,-71.082578,42.345959,-71.048927,42.378338
"5639",21,116,65,-71.082578,42.345959,-71.069849,42.356052
"5726",21,117,6,-71.082578,42.345959,-71.052984,42.358508
"5803",21,118,2,-71.082578,42.345959,-71.056605,42.377022
"5865",21,119,13,-71.082578,42.345959,-71.07655,42.350413
"5944",21,120,4,-71.082578,42.345959,-71.115645,42.309467
"5999",21,121,1,-71.082578,42.345959,-71.114175,42.31309
"6061",21,122,5,-71.082578,42.345959,-71.110833,42.320998
"6130",21,123,5,-71.082578,42.345959,-71.098634,42.315692
"6185",21,124,10,-71.082578,42.345959,-71.107341,42.310579
"6251",21,125,3,-71.082578,42.345959,-71.100164,42.322913
"6321",21,126,15,-71.082578,42.345959,-71.13493,42.339335
"6424",21,127,17,-71.082578,42.345959,-71.128374,42.346563
"6527",21,128,195,-71.082578,42.345959,-71.08497,42.362457
"6634",21,129,29,-71.082578,42.345959,-71.118201,42.369832
"6735",21,130,73,-71.082578,42.345959,-71.114025,42.376369
"6831",21,131,112,-71.082578,42.345959,-71.113687,42.356954
"6940",21,132,31,-71.082578,42.345959,-71.116865,42.377945
"7034",21,133,38,-71.082578,42.345959,-71.125107,42.380287
"7127",21,134,3,-71.082578,42.345959,-71.130516,42.397828
"7208",21,135,11,-71.082578,42.345959,-71.104412,42.370803
"7311",21,136,10,-71.082578,42.345959,-71.086388,42.366095
"7409",21,137,11,-71.082578,42.345959,-71.119084,42.387995
"7516",21,138,19,-71.082578,42.345959,-71.113341,42.385582
"7620",21,139,11,-71.082578,42.345959,-71.123024,42.396969
"7721",21,140,3,-71.082578,42.345959,-71.112708,42.400146
"7816",21,141,5,-71.082578,42.345959,-71.116772,42.400877
"7903",21,142,1,-71.082578,42.345959,-71.123413,42.40449
"8056",21,144,2,-71.082578,42.345959,-71.126908,42.402763
"8129",21,145,1,-71.082578,42.345959,-71.120406,42.394002
"210",22,22,1619,-71.055547,42.352175,-71.055547,42.352175
"230",22,23,1023,-71.055547,42.352175,-71.059364,42.359677
"251",22,24,2128,-71.055547,42.352175,-71.045461,42.351821
"273",22,25,1608,-71.055547,42.352175,-71.076847,42.341332
"296",22,26,2448,-71.055547,42.352175,-71.068922,42.341522
"320",22,27,298,-71.055547,42.352175,-71.094734,42.331567
"345",22,29,23,-71.055547,42.352175,-71.124565,42.363732
"371",22,30,301,-71.055547,42.352175,-71.105221,42.334073
"398",22,31,3849,-71.055547,42.352175,-71.041747,42.348833
"426",22,32,416,-71.055547,42.352175,-71.102221,42.343912
"455",22,33,614,-71.055547,42.352175,-71.096831,42.349046
"485",22,34,159,-71.055547,42.352175,-71.099855,42.346171
"516",22,35,645,-71.055547,42.352175,-71.05896,42.354594
"548",22,36,3045,-71.055547,42.352175,-71.077303,42.349673
"581",22,37,8,-71.055547,42.352175,-71.146452,42.357247
"614",22,38,5133,-71.055547,42.352175,-71.060868,42.366231
"649",22,39,2404,-71.055547,42.352175,-71.074182,42.338623
"685",22,40,8592,-71.055547,42.352175,-71.050877,42.363871
"722",22,41,272,-71.055547,42.352175,-71.123831,42.352261
"760",22,42,5076,-71.055547,42.352175,-71.070378,42.352096
"799",22,43,5378,-71.055547,42.352175,-71.050699,42.357143
"839",22,44,1880,-71.055547,42.352175,-71.056868,42.360583
"880",22,45,512,-71.055547,42.352175,-71.09788,42.344763
"922",22,46,802,-71.055547,42.352175,-71.085918,42.343864
"965",22,47,5071,-71.055547,42.352175,-71.056067,42.362811
"1009",22,48,1962,-71.055547,42.352175,-71.055407,42.356755
"1054",22,49,2147,-71.055547,42.352175,-71.066289,42.351146
"1100",22,50,3827,-71.055547,42.352175,-71.073644,42.350989
"1147",22,51,844,-71.055547,42.352175,-71.0790969,42.3348756
"1195",22,52,1197,-71.055547,42.352175,-71.085954,42.348717
"1244",22,53,693,-71.055547,42.352175,-71.089886,42.350851
"1294",22,54,986,-71.055547,42.352175,-71.063348,42.354979
"1345",22,55,511,-71.055547,42.352175,-71.088088,42.347265
"1397",22,56,127,-71.055547,42.352175,-71.0833545,42.3281898
"1450",22,57,1421,-71.055547,42.352175,-71.081572,42.340799
"1504",22,58,1547,-71.055547,42.352175,-71.07278,42.355596
"1559",22,59,671,-71.055547,42.352175,-71.059367,42.351356
"1615",22,60,459,-71.055547,42.352175,-71.07131,42.360877
"1672",22,61,591,-71.055547,42.352175,-71.082674,42.348323
"1730",22,62,172,-71.055547,42.352175,-71.109927,42.340299
"1788",22,63,1427,-71.055547,42.352175,-71.057054,42.344023
"1848",22,64,3119,-71.055547,42.352175,-71.0496,42.3511
"1909",22,65,2282,-71.055547,42.352175,-71.0441,42.3475
"1970",22,66,54,-71.055547,42.352175,-71.13401,42.348607
"2033",22,67,363,-71.055547,42.352175,-71.093198,42.3581
"2097",22,68,110,-71.055547,42.352175,-71.1031,42.36507
"2162",22,69,158,-71.055547,42.352175,-71.123338,42.341598
"2227",22,70,41,-71.055547,42.352175,-71.121851,42.372244
"2291",22,71,19,-71.055547,42.352175,-71.107593,42.383405
"2352",22,72,266,-71.055547,42.352175,-71.084105,42.362613
"2421",22,73,36,-71.055547,42.352175,-71.120886,42.373231
"2490",22,74,108,-71.055547,42.352175,-71.118579,42.373268
"2561",22,75,191,-71.055547,42.352175,-71.10042,42.363562
"2633",22,76,69,-71.055547,42.352175,-71.105495,42.366426
"2702",22,77,25,-71.055547,42.352175,-71.096413,42.386428
"2767",22,78,120,-71.055547,42.352175,-71.095319,42.379637
"2840",22,79,140,-71.055547,42.352175,-71.106541,42.378551
"2912",22,80,226,-71.055547,42.352175,-71.090188,42.362429
"2989",22,81,1706,-71.055547,42.352175,-71.062679,42.352409
"3064",22,82,4,-71.055547,42.352175,-71.120526,42.333689
"3130",22,83,28,-71.055547,42.352175,-71.065928,42.325941
"3206",22,84,485,-71.055547,42.352175,-71.076472,42.366981
"3279",22,85,41,-71.055547,42.352175,-71.057007,42.330825
"3347",22,86,50,-71.055547,42.352175,-71.116205,42.332799
"3427",22,87,6,-71.055547,42.352175,-71.114214,42.366621
"3500",22,88,80,-71.055547,42.352175,-71.101427,42.374035
"3580",22,89,9,-71.055547,42.352175,-71.119945,42.379011
"3659",22,90,220,-71.055547,42.352175,-71.07711,42.3707
"3741",22,91,271,-71.055547,42.352175,-71.09169,42.366277
"3819",22,92,44,-71.055547,42.352175,-71.035705,42.311819
"3875",22,93,136,-71.055547,42.352175,-71.051122,42.320494
