"","statn","path_id","cnt","lat","long"
"4809",48,"48_82",3,-71.055407,42.356755
"4810",82,"48_82",3,-71.120526,42.333689
"4811",48,"48_87",3,-71.055407,42.356755
"4812",87,"48_87",3,-71.114214,42.366621
"4813",48,"48_130",3,-71.055407,42.356755
"4814",130,"48_130",3,-71.114025,42.376369
"4815",48,"48_140",3,-71.055407,42.356755
"4816",140,"48_140",3,-71.112708,42.400146
"4817",48,"48_143",3,-71.055407,42.356755
"4818",143,"48_143",3,-71.10942,42.39082
"4819",49,"49_71",3,-71.066289,42.351146
"4820",71,"49_71",3,-71.107593,42.383405
"4821",49,"49_89",3,-71.066289,42.351146
"4822",89,"49_89",3,-71.119945,42.379011
"4823",49,"49_125",3,-71.066289,42.351146
"4824",125,"49_125",3,-71.100164,42.322913
"4825",49,"49_132",3,-71.066289,42.351146
"4826",132,"49_132",3,-71.116865,42.377945
"4827",49,"49_137",3,-71.066289,42.351146
"4828",137,"49_137",3,-71.119084,42.387995
"4829",49,"49_138",3,-71.066289,42.351146
"4830",138,"49_138",3,-71.113341,42.385582
"4831",50,"50_37",3,-71.073644,42.350989
"4832",37,"50_37",3,-71.146452,42.357247
"4833",50,"50_77",3,-71.073644,42.350989
"4834",77,"50_77",3,-71.096413,42.386428
"4835",50,"50_89",3,-71.073644,42.350989
"4836",89,"50_89",3,-71.119945,42.379011
"4837",50,"50_100",3,-71.073644,42.350989
"4838",100,"50_100",3,-71.084198,42.328654
"4839",50,"50_119",3,-71.073644,42.350989
"4840",119,"50_119",3,-71.07655,42.350413
"4841",51,"51_38",3,-71.0790969,42.3348756
"4842",38,"51_38",3,-71.060868,42.366231
"4843",51,"51_43",3,-71.0790969,42.3348756
"4844",43,"51_43",3,-71.050699,42.357143
"4845",51,"51_76",3,-71.0790969,42.3348756
"4846",76,"51_76",3,-71.105495,42.366426
"4847",51,"51_93",3,-71.0790969,42.3348756
"4848",93,"51_93",3,-71.051122,42.320494
"4849",51,"51_98",3,-71.0790969,42.3348756
"4850",98,"51_98",3,-71.060292,42.371848
"4851",51,"51_109",3,-71.0790969,42.3348756
"4852",109,"51_109",3,-71.065421,42.317225
"4853",52,"52_92",3,-71.085954,42.348717
"4854",92,"52_92",3,-71.035705,42.311819
"4855",52,"52_105",3,-71.085954,42.348717
"4856",105,"52_105",3,-71.075354,42.325333
"4857",52,"52_134",3,-71.085954,42.348717
"4858",134,"52_134",3,-71.130516,42.397828
"4859",52,"52_140",3,-71.085954,42.348717
"4860",140,"52_140",3,-71.112708,42.400146
"4861",53,"53_85",3,-71.089886,42.350851
"4862",85,"53_85",3,-71.057007,42.330825
"4863",53,"53_104",3,-71.089886,42.350851
"4864",104,"53_104",3,-71.057044,42.330716
"4865",53,"53_105",3,-71.089886,42.350851
"4866",105,"53_105",3,-71.075354,42.325333
"4867",53,"53_106",3,-71.089886,42.350851
"4868",106,"53_106",3,-71.045859,42.335693
"4869",53,"53_121",3,-71.089886,42.350851
"4870",121,"53_121",3,-71.114175,42.31309
"4871",53,"53_145",3,-71.089886,42.350851
"4872",145,"53_145",3,-71.120406,42.394002
"4873",54,"54_82",3,-71.063348,42.354979
"4874",82,"54_82",3,-71.120526,42.333689
"4875",54,"54_125",3,-71.063348,42.354979
"4876",125,"54_125",3,-71.100164,42.322913
"4877",54,"54_133",3,-71.063348,42.354979
"4878",133,"54_133",3,-71.125107,42.380287
"4879",55,"55_82",3,-71.088088,42.347265
"4880",82,"55_82",3,-71.120526,42.333689
"4881",55,"55_108",3,-71.088088,42.347265
"4882",108,"55_108",3,-71.06198,42.320561
"4883",55,"55_120",3,-71.088088,42.347265
"4884",120,"55_120",3,-71.115645,42.309467
"4885",55,"55_124",3,-71.088088,42.347265
"4886",124,"55_124",3,-71.107341,42.310579
"4887",56,"56_19",3,-71.0833545,42.3281898
"4888",19,"56_19",3,-71.105828,42.347527
"4889",56,"56_20",3,-71.0833545,42.3281898
"4890",20,"56_20",3,-71.051601,42.35977
"4891",56,"56_62",3,-71.0833545,42.3281898
"4892",62,"56_62",3,-71.109927,42.340299
"4893",56,"56_64",3,-71.0833545,42.3281898
"4894",64,"56_64",3,-71.0496,42.3511
"4895",57,"57_92",3,-71.081572,42.340799
"4896",92,"57_92",3,-71.035705,42.311819
"4897",57,"57_107",3,-71.081572,42.340799
"4898",107,"57_107",3,-71.03877,42.335741
"4899",57,"57_120",3,-71.081572,42.340799
"4900",120,"57_120",3,-71.115645,42.309467
"4901",58,"58_97",3,-71.07278,42.355596
"4902",97,"58_97",3,-71.117152,42.369182
"4903",58,"58_104",3,-71.07278,42.355596
"4904",104,"58_104",3,-71.057044,42.330716
"4905",59,"59_96",3,-71.059367,42.351356
"4906",96,"59_96",3,-71.111075,42.373379
"4907",59,"59_107",3,-71.059367,42.351356
"4908",107,"59_107",3,-71.03877,42.335741
"4909",59,"59_117",3,-71.059367,42.351356
"4910",117,"59_117",3,-71.052984,42.358508
"4911",59,"59_131",3,-71.059367,42.351356
"4912",131,"59_131",3,-71.113687,42.356954
"4913",59,"59_136",3,-71.059367,42.351356
"4914",136,"59_136",3,-71.086388,42.366095
"4915",60,"60_95",3,-71.07131,42.360877
"4916",95,"60_95",3,-71.094445,42.372969
"4917",60,"60_96",3,-71.07131,42.360877
"4918",96,"60_96",3,-71.111075,42.373379
"4919",61,"61_90",3,-71.082674,42.348323
"4920",90,"61_90",3,-71.07711,42.3707
"4921",61,"61_97",3,-71.082674,42.348323
"4922",97,"61_97",3,-71.117152,42.369182
"4923",62,"62_24",3,-71.109927,42.340299
"4924",24,"62_24",3,-71.045461,42.351821
"4925",62,"62_63",3,-71.109927,42.340299
"4926",63,"62_63",3,-71.057054,42.344023
"4927",62,"62_85",3,-71.109927,42.340299
"4928",85,"62_85",3,-71.057007,42.330825
"4929",62,"62_97",3,-71.109927,42.340299
"4930",97,"62_97",3,-71.117152,42.369182
"4931",62,"62_122",3,-71.109927,42.340299
"4932",122,"62_122",3,-71.110833,42.320998
"4933",62,"62_130",3,-71.109927,42.340299
"4934",130,"62_130",3,-71.114025,42.376369
"4935",62,"62_133",3,-71.109927,42.340299
"4936",133,"62_133",3,-71.125107,42.380287
"4937",62,"62_137",3,-71.109927,42.340299
"4938",137,"62_137",3,-71.119084,42.387995
"4939",62,"62_144",3,-71.109927,42.340299
"4940",144,"62_144",3,-71.126908,42.402763
"4941",63,"63_9",3,-71.057054,42.344023
"4942",9,"63_9",3,-71.116174,42.351313
"4943",63,"63_19",3,-71.057054,42.344023
"4944",19,"63_19",3,-71.105828,42.347527
"4945",63,"63_34",3,-71.057054,42.344023
"4946",34,"63_34",3,-71.099855,42.346171
"4947",63,"63_72",3,-71.057054,42.344023
"4948",72,"63_72",3,-71.084105,42.362613
"4949",63,"63_73",3,-71.057054,42.344023
"4950",73,"63_73",3,-71.120886,42.373231
"4951",64,"64_15",3,-71.0496,42.3511
"4952",15,"64_15",3,-71.13802,42.361667
"4953",64,"64_92",3,-71.0496,42.3511
"4954",92,"64_92",3,-71.035705,42.311819
"4955",64,"64_96",3,-71.0496,42.3511
"4956",96,"64_96",3,-71.111075,42.373379
"4957",64,"64_100",3,-71.0496,42.3511
"4958",100,"64_100",3,-71.084198,42.328654
"4959",64,"64_124",3,-71.0496,42.3511
"4960",124,"64_124",3,-71.107341,42.310579
"4961",64,"64_136",3,-71.0496,42.3511
"4962",136,"64_136",3,-71.086388,42.366095
"4963",64,"64_141",3,-71.0496,42.3511
"4964",141,"64_141",3,-71.116772,42.400877
"4965",65,"65_10",3,-71.0441,42.3475
"4966",10,"65_10",3,-71.105884,42.350075
"4967",65,"65_29",3,-71.0441,42.3475
"4968",29,"65_29",3,-71.124565,42.363732
"4969",65,"65_74",3,-71.0441,42.3475
"4970",74,"65_74",3,-71.118579,42.373268
"4971",65,"65_95",3,-71.0441,42.3475
"4972",95,"65_95",3,-71.094445,42.372969
"4973",65,"65_128",3,-71.0441,42.3475
"4974",128,"65_128",3,-71.08497,42.362457
"4975",65,"65_129",3,-71.0441,42.3475
"4976",129,"65_129",3,-71.118201,42.369832
"4977",65,"65_131",3,-71.0441,42.3475
"4978",131,"65_131",3,-71.113687,42.356954
"4979",65,"65_135",3,-71.0441,42.3475
"4980",135,"65_135",3,-71.104412,42.370803
"4981",66,"66_13",3,-71.13401,42.348607
"4982",13,"66_13",3,-71.07403,42.334057
"4983",66,"66_35",3,-71.13401,42.348607
"4984",35,"66_35",3,-71.05896,42.354594
"4985",66,"66_98",3,-71.13401,42.348607
"4986",98,"66_98",3,-71.060292,42.371848
"4987",66,"66_120",3,-71.13401,42.348607
"4988",120,"66_120",3,-71.115645,42.309467
"4989",66,"66_122",3,-71.13401,42.348607
"4990",122,"66_122",3,-71.110833,42.320998
"4991",66,"66_132",3,-71.13401,42.348607
"4992",132,"66_132",3,-71.116865,42.377945
"4993",67,"67_93",3,-71.093198,42.3581
"4994",93,"67_93",3,-71.051122,42.320494
"4995",67,"67_105",3,-71.093198,42.3581
"4996",105,"67_105",3,-71.075354,42.325333
"4997",67,"67_110",3,-71.093198,42.3581
"4998",110,"67_110",3,-71.145442,42.356975
"4999",67,"67_123",3,-71.093198,42.3581
"5000",123,"67_123",3,-71.098634,42.315692
"5001",68,"68_31",3,-71.1031,42.36507
"5002",31,"68_31",3,-71.041747,42.348833
"5003",68,"68_35",3,-71.1031,42.36507
"5004",35,"68_35",3,-71.05896,42.354594
"5005",68,"68_93",3,-71.1031,42.36507
"5006",93,"68_93",3,-71.051122,42.320494
"5007",68,"68_97",3,-71.1031,42.36507
"5008",97,"68_97",3,-71.117152,42.369182
"5009",69,"69_7",3,-71.123338,42.341598
"5010",7,"69_7",3,-71.044624,42.353412
"5011",69,"69_79",3,-71.123338,42.341598
"5012",79,"69_79",3,-71.106541,42.378551
"5013",69,"69_83",3,-71.123338,42.341598
"5014",83,"69_83",3,-71.065928,42.325941
"5015",69,"69_97",3,-71.123338,42.341598
"5016",97,"69_97",3,-71.117152,42.369182
"5017",69,"69_100",3,-71.123338,42.341598
"5018",100,"69_100",3,-71.084198,42.328654
"5019",69,"69_140",3,-71.123338,42.341598
"5020",140,"69_140",3,-71.112708,42.400146
"5021",70,"70_24",3,-71.121851,42.372244
"5022",24,"70_24",3,-71.045461,42.351821
"5023",70,"70_77",3,-71.121851,42.372244
"5024",77,"70_77",3,-71.096413,42.386428
"5025",70,"70_102",3,-71.121851,42.372244
"5026",102,"70_102",3,-71.073089,42.336437
"5027",70,"70_143",3,-71.121851,42.372244
"5028",143,"70_143",3,-71.10942,42.39082
"5029",70,"70_145",3,-71.121851,42.372244
"5030",145,"70_145",3,-71.120406,42.394002
"5031",71,"71_9",3,-71.107593,42.383405
"5032",9,"71_9",3,-71.116174,42.351313
"5033",71,"71_23",3,-71.107593,42.383405
"5034",23,"71_23",3,-71.059364,42.359677
"5035",71,"71_38",3,-71.107593,42.383405
"5036",38,"71_38",3,-71.060868,42.366231
"5037",71,"71_47",3,-71.107593,42.383405
"5038",47,"71_47",3,-71.056067,42.362811
"5039",72,"72_63",3,-71.084105,42.362613
"5040",63,"72_63",3,-71.057054,42.344023
"5041",72,"72_83",3,-71.084105,42.362613
"5042",83,"72_83",3,-71.065928,42.325941
"5043",72,"72_85",3,-71.084105,42.362613
"5044",85,"72_85",3,-71.057007,42.330825
"5045",72,"72_97",3,-71.084105,42.362613
"5046",97,"72_97",3,-71.117152,42.369182
"5047",72,"72_107",3,-71.084105,42.362613
"5048",107,"72_107",3,-71.03877,42.335741
"5049",73,"73_35",3,-71.120886,42.373231
"5050",35,"73_35",3,-71.05896,42.354594
"5051",73,"73_63",3,-71.120886,42.373231
"5052",63,"73_63",3,-71.057054,42.344023
"5053",73,"73_64",3,-71.120886,42.373231
"5054",64,"73_64",3,-71.0496,42.3511
"5055",74,"74_7",3,-71.118579,42.373268
"5056",7,"74_7",3,-71.044624,42.353412
"5057",75,"75_97",3,-71.10042,42.363562
"5058",97,"75_97",3,-71.117152,42.369182
"5059",75,"75_100",3,-71.10042,42.363562
"5060",100,"75_100",3,-71.084198,42.328654
"5061",75,"75_120",3,-71.10042,42.363562
"5062",120,"75_120",3,-71.115645,42.309467
"5063",76,"76_31",3,-71.105495,42.366426
"5064",31,"76_31",3,-71.041747,42.348833
"5065",77,"77_16",3,-71.096413,42.386428
"5066",16,"77_16",3,-71.076163,42.347433
"5067",77,"77_20",3,-71.096413,42.386428
"5068",20,"77_20",3,-71.051601,42.35977
"5069",77,"77_38",3,-71.096413,42.386428
"5070",38,"77_38",3,-71.060868,42.366231
"5071",77,"77_39",3,-71.096413,42.386428
"5072",39,"77_39",3,-71.074182,42.338623
"5073",77,"77_60",3,-71.096413,42.386428
"5074",60,"77_60",3,-71.07131,42.360877
"5075",77,"77_131",3,-71.096413,42.386428
"5076",131,"77_131",3,-71.113687,42.356954
"5077",77,"77_134",3,-71.096413,42.386428
"5078",134,"77_134",3,-71.130516,42.397828
"5079",77,"77_135",3,-71.096413,42.386428
"5080",135,"77_135",3,-71.104412,42.370803
"5081",78,"78_5",3,-71.095319,42.379637
"5082",5,"78_5",3,-71.090179,42.341814
"5083",78,"78_17",3,-71.095319,42.379637
"5084",17,"78_17",3,-71.119581,42.365074
"5085",78,"78_24",3,-71.095319,42.379637
"5086",24,"78_24",3,-71.045461,42.351821
"5087",78,"78_34",3,-71.095319,42.379637
"5088",34,"78_34",3,-71.099855,42.346171
"5089",78,"78_62",3,-71.095319,42.379637
"5090",62,"78_62",3,-71.109927,42.340299
"5091",78,"78_118",3,-71.095319,42.379637
"5092",118,"78_118",3,-71.056605,42.377022
"5093",79,"79_20",3,-71.106541,42.378551
"5094",20,"79_20",3,-71.051601,42.35977
"5095",79,"79_31",3,-71.106541,42.378551
"5096",31,"79_31",3,-71.041747,42.348833
"5097",79,"79_65",3,-71.106541,42.378551
"5098",65,"79_65",3,-71.0441,42.3475
"5099",79,"79_110",3,-71.106541,42.378551
"5100",110,"79_110",3,-71.145442,42.356975
"5101",80,"80_13",3,-71.090188,42.362429
"5102",13,"80_13",3,-71.07403,42.334057
"5103",80,"80_37",3,-71.090188,42.362429
"5104",37,"80_37",3,-71.146452,42.357247
"5105",80,"80_104",3,-71.090188,42.362429
"5106",104,"80_104",3,-71.057044,42.330716
"5107",81,"81_110",3,-71.062679,42.352409
"5108",110,"81_110",3,-71.145442,42.356975
"5109",81,"81_124",3,-71.062679,42.352409
"5110",124,"81_124",3,-71.107341,42.310579
"5111",82,"82_5",3,-71.120526,42.333689
"5112",5,"82_5",3,-71.090179,42.341814
"5113",82,"82_8",3,-71.120526,42.333689
"5114",8,"82_8",3,-71.137313,42.353334
"5115",82,"82_26",3,-71.120526,42.333689
"5116",26,"82_26",3,-71.068922,42.341522
"5117",82,"82_41",3,-71.120526,42.333689
"5118",41,"82_41",3,-71.123831,42.352261
"5119",82,"82_55",3,-71.120526,42.333689
"5120",55,"82_55",3,-71.088088,42.347265
"5121",82,"82_70",3,-71.120526,42.333689
"5122",70,"82_70",3,-71.121851,42.372244
"5123",82,"82_74",3,-71.120526,42.333689
"5124",74,"82_74",3,-71.118579,42.373268
"5125",83,"83_6",3,-71.065928,42.325941
"5126",6,"83_6",3,-71.06514,42.361285
"5127",83,"83_61",3,-71.065928,42.325941
"5128",61,"83_61",3,-71.082674,42.348323
"5129",83,"83_90",3,-71.065928,42.325941
"5130",90,"83_90",3,-71.07711,42.3707
"5131",83,"83_125",3,-71.065928,42.325941
"5132",125,"83_125",3,-71.100164,42.322913
"5133",84,"84_34",3,-71.076472,42.366981
"5134",34,"84_34",3,-71.099855,42.346171
"5135",84,"84_140",3,-71.076472,42.366981
"5136",140,"84_140",3,-71.112708,42.400146
"5137",85,"85_7",3,-71.057007,42.330825
"5138",7,"85_7",3,-71.044624,42.353412
"5139",85,"85_27",3,-71.057007,42.330825
"5140",27,"85_27",3,-71.094734,42.331567
"5141",85,"85_49",3,-71.057007,42.330825
"5142",49,"85_49",3,-71.066289,42.351146
"5143",85,"85_51",3,-71.057007,42.330825
"5144",51,"85_51",3,-71.0790969,42.3348756
"5145",85,"85_52",3,-71.057007,42.330825
"5146",52,"85_52",3,-71.085954,42.348717
"5147",85,"85_55",3,-71.057007,42.330825
"5148",55,"85_55",3,-71.088088,42.347265
"5149",85,"85_61",3,-71.057007,42.330825
"5150",61,"85_61",3,-71.082674,42.348323
"5151",86,"86_29",3,-71.116205,42.332799
"5152",29,"86_29",3,-71.124565,42.363732
"5153",86,"86_31",3,-71.116205,42.332799
"5154",31,"86_31",3,-71.041747,42.348833
"5155",86,"86_37",3,-71.116205,42.332799
"5156",37,"86_37",3,-71.146452,42.357247
"5157",86,"86_47",3,-71.116205,42.332799
"5158",47,"86_47",3,-71.056067,42.362811
"5159",86,"86_51",3,-71.116205,42.332799
"5160",51,"86_51",3,-71.0790969,42.3348756
"5161",86,"86_59",3,-71.116205,42.332799
"5162",59,"86_59",3,-71.059367,42.351356
"5163",86,"86_65",3,-71.116205,42.332799
"5164",65,"86_65",3,-71.0441,42.3475
"5165",86,"86_93",3,-71.116205,42.332799
"5166",93,"86_93",3,-71.051122,42.320494
"5167",86,"86_104",3,-71.116205,42.332799
"5168",104,"86_104",3,-71.057044,42.330716
"5169",86,"86_105",3,-71.116205,42.332799
"5170",105,"86_105",3,-71.075354,42.325333
"5171",86,"86_125",3,-71.116205,42.332799
"5172",125,"86_125",3,-71.100164,42.322913
"5173",86,"86_135",3,-71.116205,42.332799
"5174",135,"86_135",3,-71.104412,42.370803
"5175",87,"87_20",3,-71.114214,42.366621
"5176",20,"87_20",3,-71.051601,42.35977
"5177",87,"87_26",3,-71.114214,42.366621
"5178",26,"87_26",3,-71.068922,42.341522
"5179",87,"87_39",3,-71.114214,42.366621
"5180",39,"87_39",3,-71.074182,42.338623
"5181",87,"87_50",3,-71.114214,42.366621
"5182",50,"87_50",3,-71.073644,42.350989
"5183",87,"87_59",3,-71.114214,42.366621
"5184",59,"87_59",3,-71.059367,42.351356
"5185",87,"87_83",3,-71.114214,42.366621
"5186",83,"87_83",3,-71.065928,42.325941
"5187",87,"87_102",3,-71.114214,42.366621
"5188",102,"87_102",3,-71.073089,42.336437
"5189",87,"87_140",3,-71.114214,42.366621
"5190",140,"87_140",3,-71.112708,42.400146
"5191",88,"88_38",3,-71.101427,42.374035
"5192",38,"88_38",3,-71.060868,42.366231
"5193",88,"88_43",3,-71.101427,42.374035
"5194",43,"88_43",3,-71.050699,42.357143
"5195",88,"88_104",3,-71.101427,42.374035
"5196",104,"88_104",3,-71.057044,42.330716
"5197",89,"89_15",3,-71.119945,42.379011
"5198",15,"89_15",3,-71.13802,42.361667
"5199",89,"89_25",3,-71.119945,42.379011
"5200",25,"89_25",3,-71.076847,42.341332
"5201",89,"89_27",3,-71.119945,42.379011
"5202",27,"89_27",3,-71.094734,42.331567
"5203",89,"89_60",3,-71.119945,42.379011
"5204",60,"89_60",3,-71.07131,42.360877
"5205",89,"89_98",3,-71.119945,42.379011
"5206",98,"89_98",3,-71.060292,42.371848
"5207",89,"89_111",3,-71.119945,42.379011
"5208",111,"89_111",3,-71.059914,42.366222
"5209",90,"90_11",3,-71.07711,42.3707
"5210",11,"90_11",3,-71.1065,42.338629
"5211",90,"90_61",3,-71.07711,42.3707
"5212",61,"90_61",3,-71.082674,42.348323
"5213",90,"90_101",3,-71.07711,42.3707
"5214",101,"90_101",3,-71.100694,42.345733
"5215",91,"91_31",3,-71.09169,42.366277
"5216",31,"91_31",3,-71.041747,42.348833
"5217",91,"91_117",3,-71.09169,42.366277
"5218",117,"91_117",3,-71.052984,42.358508
"5219",91,"91_125",3,-71.09169,42.366277
"5220",125,"91_125",3,-71.100164,42.322913
"5221",92,"92_16",3,-71.035705,42.311819
"5222",16,"92_16",3,-71.076163,42.347433
"5223",92,"92_54",3,-71.035705,42.311819
"5224",54,"92_54",3,-71.063348,42.354979
"5225",93,"93_42",3,-71.051122,42.320494
"5226",42,"93_42",3,-71.070378,42.352096
"5227",93,"93_58",3,-71.051122,42.320494
"5228",58,"93_58",3,-71.07278,42.355596
"5229",93,"93_59",3,-71.051122,42.320494
"5230",59,"93_59",3,-71.059367,42.351356
"5231",93,"93_66",3,-71.051122,42.320494
"5232",66,"93_66",3,-71.13401,42.348607
"5233",93,"93_115",3,-71.051122,42.320494
"5234",115,"93_115",3,-71.048927,42.378338
"5235",94,"94_5",3,-71.064608,42.375603
"5236",5,"94_5",3,-71.090179,42.341814
"5237",94,"94_35",3,-71.064608,42.375603
"5238",35,"94_35",3,-71.05896,42.354594
"5239",94,"94_37",3,-71.064608,42.375603
"5240",37,"94_37",3,-71.146452,42.357247
"5241",94,"94_41",3,-71.064608,42.375603
"5242",41,"94_41",3,-71.123831,42.352261
"5243",94,"94_51",3,-71.064608,42.375603
"5244",51,"94_51",3,-71.0790969,42.3348756
"5245",94,"94_104",3,-71.064608,42.375603
"5246",104,"94_104",3,-71.057044,42.330716
"5247",94,"94_135",3,-71.064608,42.375603
"5248",135,"94_135",3,-71.104412,42.370803
"5249",94,"94_141",3,-71.064608,42.375603
"5250",141,"94_141",3,-71.116772,42.400877
"5251",95,"95_61",3,-71.094445,42.372969
"5252",61,"95_61",3,-71.082674,42.348323
"5253",95,"95_126",3,-71.094445,42.372969
"5254",126,"95_126",3,-71.13493,42.339335
"5255",95,"95_127",3,-71.094445,42.372969
"5256",127,"95_127",3,-71.128374,42.346563
"5257",96,"96_34",3,-71.111075,42.373379
"5258",34,"96_34",3,-71.099855,42.346171
"5259",96,"96_60",3,-71.111075,42.373379
"5260",60,"96_60",3,-71.07131,42.360877
"5261",96,"96_86",3,-71.111075,42.373379
"5262",86,"96_86",3,-71.116205,42.332799
"5263",97,"97_15",3,-71.117152,42.369182
"5264",15,"97_15",3,-71.13802,42.361667
"5265",97,"97_42",3,-71.117152,42.369182
"5266",42,"97_42",3,-71.070378,42.352096
"5267",97,"97_44",3,-71.117152,42.369182
"5268",44,"97_44",3,-71.056868,42.360583
"5269",97,"97_45",3,-71.117152,42.369182
"5270",45,"97_45",3,-71.09788,42.344763
"5271",97,"97_55",3,-71.117152,42.369182
"5272",55,"97_55",3,-71.088088,42.347265
"5273",97,"97_68",3,-71.117152,42.369182
"5274",68,"97_68",3,-71.1031,42.36507
"5275",97,"97_69",3,-71.117152,42.369182
"5276",69,"97_69",3,-71.123338,42.341598
"5277",97,"97_80",3,-71.117152,42.369182
"5278",80,"97_80",3,-71.090188,42.362429
"5279",97,"97_89",3,-71.117152,42.369182
"5280",89,"97_89",3,-71.119945,42.379011
"5281",97,"97_96",3,-71.117152,42.369182
"5282",96,"97_96",3,-71.111075,42.373379
"5283",98,"98_18",3,-71.060292,42.371848
"5284",18,"98_18",3,-71.129791,42.36337
"5285",98,"98_86",3,-71.060292,42.371848
"5286",86,"98_86",3,-71.116205,42.332799
"5287",98,"98_101",3,-71.060292,42.371848
"5288",101,"98_101",3,-71.100694,42.345733
"5289",98,"98_138",3,-71.060292,42.371848
"5290",138,"98_138",3,-71.113341,42.385582
"5291",98,"98_140",3,-71.060292,42.371848
"5292",140,"98_140",3,-71.112708,42.400146
"5293",98,"98_NA",3,-71.060292,42.371848
"5294",NA,"98_NA",3,NA,NA
"5295",99,"99_87",3,-71.057629,42.35892
"5296",87,"99_87",3,-71.114214,42.366621
"5297",99,"99_105",3,-71.057629,42.35892
"5298",105,"99_105",3,-71.075354,42.325333
"5299",100,"100_6",3,-71.084198,42.328654
"5300",6,"100_6",3,-71.06514,42.361285
"5301",100,"100_10",3,-71.084198,42.328654
"5302",10,"100_10",3,-71.105884,42.350075
"5303",100,"100_33",3,-71.084198,42.328654
"5304",33,"100_33",3,-71.096831,42.349046
"5305",100,"100_52",3,-71.084198,42.328654
"5306",52,"100_52",3,-71.085954,42.348717
"5307",100,"100_59",3,-71.084198,42.328654
"5308",59,"100_59",3,-71.059367,42.351356
"5309",100,"100_109",3,-71.084198,42.328654
"5310",109,"100_109",3,-71.065421,42.317225
"5311",100,"100_112",3,-71.084198,42.328654
"5312",112,"100_112",3,-71.058087,42.355402
"5313",101,"101_9",3,-71.100694,42.345733
"5314",9,"101_9",3,-71.116174,42.351313
"5315",101,"101_66",3,-71.100694,42.345733
"5316",66,"101_66",3,-71.13401,42.348607
"5317",101,"101_72",3,-71.100694,42.345733
"5318",72,"101_72",3,-71.084105,42.362613
"5319",101,"101_75",3,-71.100694,42.345733
"5320",75,"101_75",3,-71.10042,42.363562
"5321",101,"101_81",3,-71.100694,42.345733
"5322",81,"101_81",3,-71.062679,42.352409
"5323",101,"101_116",3,-71.100694,42.345733
"5324",116,"101_116",3,-71.069849,42.356052
"5325",102,"102_95",3,-71.073089,42.336437
"5326",95,"102_95",3,-71.094445,42.372969
"5327",102,"102_105",3,-71.073089,42.336437
"5328",105,"102_105",3,-71.075354,42.325333
"5329",102,"102_117",3,-71.073089,42.336437
"5330",117,"102_117",3,-71.052984,42.358508
"5331",103,"103_15",3,-71.082383,42.348762
"5332",15,"103_15",3,-71.13802,42.361667
"5333",103,"103_93",3,-71.082383,42.348762
"5334",93,"103_93",3,-71.051122,42.320494
"5335",103,"103_140",3,-71.082383,42.348762
"5336",140,"103_140",3,-71.112708,42.400146
"5337",104,"104_3",3,-71.057044,42.330716
"5338",3,"104_3",3,-71.100812,42.340021
"5339",104,"104_5",3,-71.057044,42.330716
"5340",5,"104_5",3,-71.090179,42.341814
"5341",104,"104_8",3,-71.057044,42.330716
"5342",8,"104_8",3,-71.137313,42.353334
"5343",104,"104_53",3,-71.057044,42.330716
"5344",53,"104_53",3,-71.089886,42.350851
"5345",104,"104_108",3,-71.057044,42.330716
"5346",108,"104_108",3,-71.06198,42.320561
"5347",104,"104_109",3,-71.057044,42.330716
"5348",109,"104_109",3,-71.065421,42.317225
"5349",104,"104_116",3,-71.057044,42.330716
"5350",116,"104_116",3,-71.069849,42.356052
"5351",104,"104_125",3,-71.057044,42.330716
"5352",125,"104_125",3,-71.100164,42.322913
"5353",105,"105_4",3,-71.075354,42.325333
"5354",4,"105_4",3,-71.069616,42.345392
"5355",105,"105_10",3,-71.075354,42.325333
"5356",10,"105_10",3,-71.105884,42.350075
"5357",105,"105_36",3,-71.075354,42.325333
"5358",36,"105_36",3,-71.077303,42.349673
"5359",105,"105_52",3,-71.075354,42.325333
"5360",52,"105_52",3,-71.085954,42.348717
"5361",105,"105_104",3,-71.075354,42.325333
"5362",104,"105_104",3,-71.057044,42.330716
"5363",105,"105_114",3,-71.075354,42.325333
"5364",114,"105_114",3,-71.060515,42.365942
"5365",105,"105_123",3,-71.075354,42.325333
"5366",123,"105_123",3,-71.098634,42.315692
"5367",106,"106_5",3,-71.045859,42.335693
"5368",5,"106_5",3,-71.090179,42.341814
"5369",106,"106_25",3,-71.045859,42.335693
"5370",25,"106_25",3,-71.076847,42.341332
"5371",106,"106_57",3,-71.045859,42.335693
"5372",57,"106_57",3,-71.081572,42.340799
"5373",106,"106_80",3,-71.045859,42.335693
"5374",80,"106_80",3,-71.090188,42.362429
"5375",107,"107_7",3,-71.03877,42.335741
"5376",7,"107_7",3,-71.044624,42.353412
"5377",107,"107_20",3,-71.03877,42.335741
"5378",20,"107_20",3,-71.051601,42.35977
"5379",107,"107_39",3,-71.03877,42.335741
"5380",39,"107_39",3,-71.074182,42.338623
"5381",107,"107_59",3,-71.03877,42.335741
"5382",59,"107_59",3,-71.059367,42.351356
"5383",107,"107_72",3,-71.03877,42.335741
"5384",72,"107_72",3,-71.084105,42.362613
"5385",107,"107_75",3,-71.03877,42.335741
"5386",75,"107_75",3,-71.10042,42.363562
"5387",107,"107_90",3,-71.03877,42.335741
"5388",90,"107_90",3,-71.07711,42.3707
"5389",108,"108_3",3,-71.06198,42.320561
